id,student_id,topic_id,score,time_spent,attempts,timestamp
5867,261,19,75.2,142,1,2026-02-21 09:00:00
5868,262,1,34.6,116,1,2026-01-27 12:00:00
5869,262,1,94.5,102,2,2026-01-28 05:00:00
5870,262,1,62.7,65,3,2026-01-30 01:00:00
5871,262,2,92.8,137,1,2026-01-31 13:00:00
5872,262,3,92.9,83,1,2026-01-31 21:00:00
5873,262,4,91.0,89,1,2026-02-01 21:00:00
5874,262,4,80.4,103,2,2026-02-02 17:00:00
5875,262,4,71.8,138,3,2026-02-03 19:00:00
5876,262,5,58.8,125,1,2026-02-05 14:00:00
5877,262,6,39.3,106,1,2026-02-06 09:00:00
5878,262,7,57.4,116,1,2026-02-06 21:00:00
5879,262,7,61.1,97,2,2026-02-08 14:00:00
5880,262,8,39.7,112,1,2026-02-10 00:00:00
5881,262,9,55.2,111,1,2026-02-11 20:00:00
5882,262,9,79.9,129,2,2026-02-12 09:00:00
5883,262,10,44.8,129,1,2026-02-13 08:00:00
5884,262,10,99.5,119,2,2026-02-15 08:00:00
5885,262,10,38.3,102,3,2026-02-17 01:00:00
5886,262,11,51.8,124,1,2026-02-18 03:00:00
5887,262,12,43.6,108,1,2026-02-20 02:00:00
5888,262,13,52.4,88,1,2026-02-22 01:00:00
5889,262,14,60.2,101,1,2026-02-23 14:00:00
5890,262,14,46.7,111,2,2026-02-24 12:00:00
5891,262,14,30.1,128,3,2026-02-25 16:00:00
5892,262,15,83.6,106,1,2026-02-27 00:00:00
5893,262,15,31.3,85,2,2026-02-28 17:00:00
5894,262,15,56.5,111,3,2026-03-01 18:00:00
5895,262,16,38.3,112,1,2026-03-03 03:00:00
5896,262,17,31.7,113,1,2026-03-03 19:00:00
5897,262,17,84.3,128,2,2026-03-04 16:00:00
5898,262,18,30.0,130,1,2026-03-06 11:00:00
5899,262,18,49.5,98,2,2026-03-07 03:00:00
5900,262,18,55.1,97,3,2026-03-08 08:00:00
5901,263,1,72.0,39,1,2026-01-25 06:00:00
5902,263,2,81.0,73,1,2026-01-26 14:00:00
5903,263,3,81.6,88,1,2026-01-26 18:00:00
5904,263,4,32.4,53,1,2026-01-28 10:00:00
5905,263,5,40.7,55,1,2026-01-29 14:00:00
5906,263,6,81.9,89,1,2026-01-31 12:00:00
5907,263,7,48.9,70,1,2026-02-01 08:00:00
5908,263,8,39.5,68,1,2026-02-02 17:00:00
5909,263,9,94.2,36,1,2026-02-03 00:00:00
5910,263,10,89.7,73,1,2026-02-03 06:00:00
5911,263,10,78.1,41,2,2026-02-04 08:00:00
5912,263,10,81.1,37,3,2026-02-05 09:00:00
5913,263,11,83.8,53,1,2026-02-06 03:00:00
5914,263,12,97.9,48,1,2026-02-07 00:00:00
5915,263,13,38.7,55,1,2026-02-08 17:00:00
5916,263,14,71.3,31,1,2026-02-09 07:00:00
5917,263,15,88.4,79,1,2026-02-10 00:00:00
5918,263,16,98.6,82,1,2026-02-10 05:00:00
5919,264,1,61.5,51,1,2026-01-30 07:00:00
5920,264,1,72.4,109,2,2026-01-31 20:00:00
5921,264,1,95.3,73,3,2026-02-01 12:00:00
5922,264,2,70.9,107,1,2026-02-03 11:00:00
5923,264,3,96.7,88,1,2026-02-05 07:00:00
5924,264,3,93.2,90,2,2026-02-05 16:00:00
5925,264,3,39.2,86,3,2026-02-06 15:00:00
5926,264,4,73.0,114,1,2026-02-08 01:00:00
5927,264,5,33.8,65,1,2026-02-09 17:00:00
5928,264,6,74.6,102,1,2026-02-10 05:00:00
5929,264,6,72.2,112,2,2026-02-12 02:00:00
5930,264,7,99.8,104,1,2026-02-13 09:00:00
5931,264,8,47.1,136,1,2026-02-15 03:00:00
5932,264,9,79.5,79,1,2026-02-15 18:00:00
5933,264,10,84.5,109,1,2026-02-17 18:00:00
5934,264,11,99.2,87,1,2026-02-18 12:00:00
5935,264,12,30.7,114,1,2026-02-19 08:00:00
5936,264,13,62.3,89,1,2026-02-20 16:00:00
5937,265,1,71.7,132,1,2026-01-22 18:00:00
5938,265,1,87.7,166,2,2026-01-23 07:00:00
5939,265,1,54.3,130,3,2026-01-25 03:00:00
5940,265,2,33.7,111,1,2026-01-26 15:00:00
5941,265,3,45.9,129,1,2026-01-28 15:00:00
5942,265,4,55.5,152,1,2026-01-29 17:00:00
5943,265,5,32.4,167,1,2026-01-30 17:00:00
5944,265,6,41.8,142,1,2026-01-31 15:00:00
5945,265,7,49.6,166,1,2026-02-01 01:00:00
5946,265,8,89.2,112,1,2026-02-02 00:00:00
5947,265,9,55.5,131,1,2026-02-03 18:00:00
5948,265,10,79.4,134,1,2026-02-05 11:00:00
5949,265,11,97.7,137,1,2026-02-06 05:00:00
5950,265,12,70.2,141,1,2026-02-07 10:00:00
5951,265,12,99.6,153,2,2026-02-08 06:00:00
5952,265,13,61.9,131,1,2026-02-10 01:00:00
5953,265,14,57.4,142,1,2026-02-10 11:00:00
5954,265,14,31.2,139,2,2026-02-11 07:00:00
5955,265,15,58.3,121,1,2026-02-12 03:00:00
5956,265,15,83.8,137,2,2026-02-13 09:00:00
5957,265,16,49.8,137,1,2026-02-14 18:00:00
5958,266,1,44.5,136,1,2026-01-14 12:00:00
5959,266,2,84.6,140,1,2026-01-15 07:00:00
5960,266,2,77.9,141,2,2026-01-16 13:00:00
5961,266,3,52.7,131,1,2026-01-17 22:00:00
5962,266,4,42.5,165,1,2026-01-18 17:00:00
5963,266,4,35.4,116,2,2026-01-18 21:00:00
5964,266,4,57.8,125,3,2026-01-20 05:00:00
5965,266,5,33.8,195,1,2026-01-20 09:00:00
5966,266,5,67.7,119,2,2026-01-21 20:00:00
5967,266,5,61.7,112,3,2026-01-23 18:00:00
5968,266,6,72.9,154,1,2026-01-24 23:00:00
5969,266,7,39.8,98,1,2026-01-25 12:00:00
5970,266,8,50.9,135,1,2026-01-26 20:00:00
5971,266,8,75.4,182,2,2026-01-28 00:00:00
5972,266,8,87.4,109,3,2026-01-29 15:00:00
5973,266,9,30.0,100,1,2026-01-31 15:00:00
5974,266,10,61.4,110,1,2026-02-02 01:00:00
5975,266,10,72.1,157,2,2026-02-02 17:00:00
5976,266,10,36.8,162,3,2026-02-04 00:00:00
5977,266,11,73.4,129,1,2026-02-05 21:00:00
5978,266,12,70.1,153,1,2026-02-07 12:00:00
5979,266,12,36.6,167,2,2026-02-08 00:00:00
5980,266,12,38.6,175,3,2026-02-09 22:00:00
5981,266,13,60.8,135,1,2026-02-10 14:00:00
5982,266,13,42.9,93,2,2026-02-12 11:00:00
5983,266,14,44.3,123,1,2026-02-13 05:00:00
5984,266,14,35.9,131,2,2026-02-14 14:00:00
5985,266,14,55.8,134,3,2026-02-15 19:00:00
5986,266,15,52.1,136,1,2026-02-16 19:00:00
5987,266,16,91.6,162,1,2026-02-18 01:00:00
5988,266,17,84.0,165,1,2026-02-19 00:00:00
5989,266,17,87.9,136,2,2026-02-19 06:00:00
5990,266,17,66.8,161,3,2026-02-20 07:00:00
5991,266,18,78.4,147,1,2026-02-22 03:00:00
5992,266,18,40.3,141,2,2026-02-23 13:00:00
5993,267,1,69.1,158,1,2026-01-12 14:00:00
5994,267,2,94.1,141,1,2026-01-12 19:00:00
5995,267,2,56.2,181,2,2026-01-13 12:00:00
5996,267,2,97.2,111,3,2026-01-15 11:00:00
5997,267,3,31.0,129,1,2026-01-17 07:00:00
5998,267,3,30.1,137,2,2026-01-19 01:00:00
5999,267,4,41.7,148,1,2026-01-19 22:00:00
6000,267,5,43.8,165,1,2026-01-20 10:00:00
6001,267,6,78.1,139,1,2026-01-20 22:00:00
6002,267,7,36.4,111,1,2026-01-22 22:00:00
6003,267,7,39.7,156,2,2026-01-23 20:00:00
6004,267,8,33.8,155,1,2026-01-24 01:00:00
6005,267,8,40.0,101,2,2026-01-26 01:00:00
6006,267,8,33.2,139,3,2026-01-27 21:00:00
6007,267,9,52.5,108,1,2026-01-28 21:00:00
6008,267,10,63.9,126,1,2026-01-29 12:00:00
6009,267,10,43.8,121,2,2026-01-30 15:00:00
6010,267,10,81.5,156,3,2026-02-01 06:00:00
6011,267,11,99.0,142,1,2026-02-02 10:00:00
6012,267,12,38.9,114,1,2026-02-03 22:00:00
6013,267,13,39.5,157,1,2026-02-04 23:00:00
6014,267,13,55.4,111,2,2026-02-05 11:00:00
6015,267,14,44.8,146,1,2026-02-07 11:00:00
6016,267,15,55.9,123,1,2026-02-09 05:00:00
6017,267,15,34.8,132,2,2026-02-10 22:00:00
6018,267,16,52.9,150,1,2026-02-11 19:00:00
6019,267,16,33.1,150,2,2026-02-13 16:00:00
6020,267,16,70.2,166,3,2026-02-14 01:00:00
6021,268,1,94.9,138,1,2026-01-26 16:00:00
6022,268,2,38.9,146,1,2026-01-27 02:00:00
6023,268,2,38.2,131,2,2026-01-27 22:00:00
6024,268,3,58.5,143,1,2026-01-29 12:00:00
6025,268,3,58.0,148,2,2026-01-31 08:00:00
6026,268,3,59.0,138,3,2026-02-01 12:00:00
6027,268,4,59.0,103,1,2026-02-03 08:00:00
6028,268,4,31.1,146,2,2026-02-03 14:00:00
6029,268,5,49.6,147,1,2026-02-04 14:00:00
6030,268,6,51.5,126,1,2026-02-05 15:00:00
6031,268,6,96.1,114,2,2026-02-06 15:00:00
6032,268,7,48.0,169,1,2026-02-08 02:00:00
6033,268,8,34.4,149,1,2026-02-09 19:00:00
6034,268,8,91.5,135,2,2026-02-10 15:00:00
6035,268,9,42.7,117,1,2026-02-11 06:00:00
6036,268,10,76.2,123,1,2026-02-12 15:00:00
6037,268,10,46.4,166,2,2026-02-13 03:00:00
6038,268,10,73.0,142,3,2026-02-13 10:00:00
6039,268,11,88.9,128,1,2026-02-14 14:00:00
6040,268,12,82.5,150,1,2026-02-15 07:00:00
6041,268,13,53.6,123,1,2026-02-16 12:00:00
6042,268,14,64.9,170,1,2026-02-17 15:00:00
6043,268,15,56.7,167,1,2026-02-18 03:00:00
6044,268,16,96.5,130,1,2026-02-19 07:00:00
6045,268,17,65.6,127,1,2026-02-19 21:00:00
6046,269,1,78.0,37,1,2026-01-16 19:00:00
6047,269,2,85.2,60,1,2026-01-17 11:00:00
6048,269,3,81.0,63,1,2026-01-18 05:00:00
6049,269,3,86.6,92,2,2026-01-19 17:00:00
6050,269,3,54.4,83,3,2026-01-20 13:00:00
6051,269,4,58.6,63,1,2026-01-20 19:00:00
6052,269,5,68.7,84,1,2026-01-22 14:00:00
6053,269,6,96.5,100,1,2026-01-23 13:00:00
6054,269,7,95.2,100,1,2026-01-24 14:00:00
6055,269,8,42.9,52,1,2026-01-24 20:00:00
6056,269,9,75.5,87,1,2026-01-25 12:00:00
6057,269,10,63.0,62,1,2026-01-25 22:00:00
6058,269,10,77.3,108,2,2026-01-26 17:00:00
6059,269,10,33.6,105,3,2026-01-28 15:00:00
6060,269,11,94.5,72,1,2026-01-29 20:00:00
6061,270,1,97.9,74,1,2026-01-26 12:00:00
6062,270,2,74.5,80,1,2026-01-27 10:00:00
6063,270,3,83.4,44,1,2026-01-27 20:00:00
6064,270,4,71.8,96,1,2026-01-29 18:00:00
6065,270,5,68.8,84,1,2026-01-30 08:00:00
6066,270,6,92.1,109,1,2026-01-31 21:00:00
6067,270,6,65.8,68,2,2026-02-02 11:00:00
6068,270,6,38.6,77,3,2026-02-04 04:00:00
6069,270,7,71.6,59,1,2026-02-05 13:00:00
6070,270,8,95.2,69,1,2026-02-06 14:00:00
6071,270,9,74.4,66,1,2026-02-07 21:00:00
6072,270,10,37.3,109,1,2026-02-09 11:00:00
6073,270,11,75.6,76,1,2026-02-11 05:00:00
6074,271,1,74.9,142,1,2026-01-24 00:00:00
6075,271,2,62.6,132,1,2026-01-24 22:00:00
6076,271,2,79.3,114,2,2026-01-25 21:00:00
6077,271,2,81.1,136,3,2026-01-26 10:00:00
6078,271,3,66.1,151,1,2026-01-28 02:00:00
6079,271,4,89.3,115,1,2026-01-30 02:00:00
6080,271,4,64.3,156,2,2026-01-31 04:00:00
6081,271,4,55.7,123,3,2026-02-01 17:00:00
6082,271,5,60.4,130,1,2026-02-01 22:00:00
6083,271,5,52.8,150,2,2026-02-03 13:00:00
6084,271,5,66.3,126,3,2026-02-04 04:00:00
6085,271,6,52.3,140,1,2026-02-04 08:00:00
6086,271,7,41.4,133,1,2026-02-05 13:00:00
6087,271,7,86.4,142,2,2026-02-07 08:00:00
6088,271,8,52.8,92,1,2026-02-09 04:00:00
6089,271,8,75.2,103,2,2026-02-11 02:00:00
6090,271,8,65.6,152,3,2026-02-13 00:00:00
6091,271,9,37.1,160,1,2026-02-14 02:00:00
6092,271,9,47.8,121,2,2026-02-15 09:00:00
6093,271,10,52.7,135,1,2026-02-15 16:00:00
6094,271,10,94.6,145,2,2026-02-16 11:00:00
6095,271,11,78.1,153,1,2026-02-16 16:00:00
6096,272,1,71.8,99,1,2026-01-21 18:00:00
6097,272,2,73.6,122,1,2026-01-22 15:00:00
6098,272,2,46.4,133,2,2026-01-24 14:00:00
6099,272,2,99.0,154,3,2026-01-25 17:00:00
6100,272,3,83.3,189,1,2026-01-26 22:00:00
6101,272,4,74.9,135,1,2026-01-28 02:00:00
6102,272,4,59.4,111,2,2026-01-29 11:00:00
6103,272,4,59.3,148,3,2026-01-29 17:00:00
6104,272,5,54.2,166,1,2026-01-29 21:00:00
6105,272,5,49.2,142,2,2026-01-30 08:00:00
6106,272,5,32.8,121,3,2026-01-31 05:00:00
6107,272,6,36.9,159,1,2026-02-01 03:00:00
6108,272,6,91.4,153,2,2026-02-02 21:00:00
6109,272,6,72.2,119,3,2026-02-03 17:00:00
6110,272,7,80.4,147,1,2026-02-04 01:00:00
6111,272,8,81.6,159,1,2026-02-05 16:00:00
6112,272,8,40.7,163,2,2026-02-06 18:00:00
6113,272,9,40.6,138,1,2026-02-08 10:00:00
6114,272,10,34.6,132,1,2026-02-09 04:00:00
6115,272,11,40.2,164,1,2026-02-10 14:00:00
6116,272,12,30.4,115,1,2026-02-11 20:00:00
6117,272,13,76.0,148,1,2026-02-13 20:00:00
6118,272,14,42.2,112,1,2026-02-15 10:00:00
6119,272,15,47.1,161,1,2026-02-15 16:00:00
6120,272,15,46.3,134,2,2026-02-16 10:00:00
6121,272,16,53.6,165,1,2026-02-16 18:00:00
6122,272,17,58.7,149,1,2026-02-17 05:00:00
6123,272,17,53.4,115,2,2026-02-17 16:00:00
6124,272,17,65.9,168,3,2026-02-19 05:00:00
6125,272,18,44.2,171,1,2026-02-21 00:00:00
6126,272,18,35.9,157,2,2026-02-22 01:00:00
6127,272,19,64.1,124,1,2026-02-23 08:00:00
6128,272,19,31.5,133,2,2026-02-23 16:00:00
6129,272,19,57.9,142,3,2026-02-25 12:00:00
6130,272,20,56.5,125,1,2026-02-27 07:00:00
6131,272,20,70.1,173,2,2026-02-27 15:00:00
6132,273,1,91.5,142,1,2026-01-27 20:00:00
6133,273,2,86.9,85,1,2026-01-29 12:00:00
6134,273,2,94.9,146,2,2026-01-30 19:00:00
6135,273,3,45.2,133,1,2026-01-31 06:00:00
6136,273,3,46.7,138,2,2026-02-01 21:00:00
6137,273,4,56.9,132,1,2026-02-03 12:00:00
6138,273,5,49.3,156,1,2026-02-04 22:00:00
6139,273,5,65.4,162,2,2026-02-06 11:00:00
6140,273,5,43.8,145,3,2026-02-08 05:00:00
6141,273,6,43.6,133,1,2026-02-08 09:00:00
6142,273,6,43.6,139,2,2026-02-08 14:00:00
6143,273,7,91.3,140,1,2026-02-09 17:00:00
6144,273,8,72.3,123,1,2026-02-10 15:00:00
6145,273,8,40.4,151,2,2026-02-10 23:00:00
6146,273,9,53.3,149,1,2026-02-12 19:00:00
6147,273,9,60.4,170,2,2026-02-13 04:00:00
6148,273,9,51.4,165,3,2026-02-14 03:00:00
6149,273,10,41.1,126,1,2026-02-14 12:00:00
6150,273,11,99.1,156,1,2026-02-15 13:00:00
6151,273,12,47.8,120,1,2026-02-15 23:00:00
6152,273,13,52.3,153,1,2026-02-17 13:00:00
6153,273,14,44.4,129,1,2026-02-18 20:00:00
6154,273,14,43.0,119,2,2026-02-19 13:00:00
6155,273,14,69.1,145,3,2026-02-20 09:00:00
6156,273,15,36.8,86,1,2026-02-20 13:00:00
6157,273,16,64.2,104,1,2026-02-22 00:00:00
6158,273,17,77.2,136,1,2026-02-23 12:00:00
6159,273,18,58.1,141,1,2026-02-24 21:00:00
6160,273,18,52.4,132,2,2026-02-26 02:00:00
6161,273,18,53.9,108,3,2026-02-27 01:00:00
6162,274,1,89.4,93,1,2026-01-02 08:00:00
6163,274,1,47.7,117,2,2026-01-04 08:00:00
6164,274,2,95.5,121,1,2026-01-05 12:00:00
6165,274,3,58.2,109,1,2026-01-06 01:00:00
6166,274,3,46.0,133,2,2026-01-07 15:00:00
6167,274,3,69.1,117,3,2026-01-09 13:00:00
6168,274,4,52.2,95,1,2026-01-10 07:00:00
6169,274,5,60.7,104,1,2026-01-11 01:00:00
6170,274,6,83.2,81,1,2026-01-11 08:00:00
6171,274,7,56.1,107,1,2026-01-12 21:00:00
6172,274,8,61.8,132,1,2026-01-14 08:00:00
6173,274,9,99.3,123,1,2026-01-15 08:00:00
6174,274,10,67.2,138,1,2026-01-15 12:00:00
6175,274,10,96.8,103,2,2026-01-15 17:00:00
6176,274,10,36.4,136,3,2026-01-17 01:00:00
6177,274,11,87.3,106,1,2026-01-18 16:00:00
6178,274,12,78.8,139,1,2026-01-20 14:00:00
6179,274,12,52.0,109,2,2026-01-21 08:00:00
6180,274,12,98.5,124,3,2026-01-22 04:00:00
6181,274,13,71.3,139,1,2026-01-23 17:00:00
6182,274,14,38.9,106,1,2026-01-25 08:00:00
6183,274,15,88.0,114,1,2026-01-25 13:00:00
6184,274,16,33.0,135,1,2026-01-26 20:00:00
6185,274,16,66.4,107,2,2026-01-28 16:00:00
6186,274,16,85.8,83,3,2026-01-29 00:00:00
6187,274,17,34.3,152,1,2026-01-30 11:00:00
6188,274,18,94.1,100,1,2026-01-31 13:00:00
6189,274,19,63.0,113,1,2026-02-01 05:00:00
6190,274,20,93.3,133,1,2026-02-02 06:00:00
6191,274,20,62.7,97,2,2026-02-04 02:00:00
6192,275,1,75.4,69,1,2026-01-20 04:00:00
6193,275,2,74.5,95,1,2026-01-21 11:00:00
6194,275,3,91.0,54,1,2026-01-23 11:00:00
6195,275,3,72.3,84,2,2026-01-24 10:00:00
6196,275,3,59.7,94,3,2026-01-25 18:00:00
6197,275,4,84.8,84,1,2026-01-26 23:00:00
6198,275,5,91.9,59,1,2026-01-27 06:00:00
6199,275,6,56.1,121,1,2026-01-28 07:00:00
6200,275,6,94.2,92,2,2026-01-29 20:00:00
6201,275,6,77.8,118,3,2026-01-31 06:00:00
6202,275,7,73.4,84,1,2026-01-31 17:00:00
6203,275,8,93.5,72,1,2026-02-01 05:00:00
6204,275,9,90.0,95,1,2026-02-02 21:00:00
6205,275,10,30.6,85,1,2026-02-04 20:00:00
6206,275,10,83.5,66,2,2026-02-06 12:00:00
6207,275,11,71.5,119,1,2026-02-07 02:00:00
6208,275,12,96.3,77,1,2026-02-08 07:00:00
6209,275,12,58.2,53,2,2026-02-10 05:00:00
6210,275,13,36.6,116,1,2026-02-12 05:00:00
6211,276,1,50.7,79,1,2026-01-25 13:00:00
6212,276,2,61.1,77,1,2026-01-27 10:00:00
6213,276,3,39.6,54,1,2026-01-28 19:00:00
6214,276,3,32.4,124,2,2026-01-29 10:00:00
6215,276,3,82.7,64,3,2026-01-29 14:00:00
6216,276,4,31.9,91,1,2026-01-31 05:00:00
6217,276,5,83.2,108,1,2026-02-01 16:00:00
6218,276,6,98.3,98,1,2026-02-02 08:00:00
6219,276,7,98.0,88,1,2026-02-03 19:00:00
6220,276,8,91.0,55,1,2026-02-04 03:00:00
6221,276,9,93.2,73,1,2026-02-05 10:00:00
6222,276,10,87.3,93,1,2026-02-07 00:00:00
6223,276,11,75.4,74,1,2026-02-07 08:00:00
6224,276,12,99.6,94,1,2026-02-08 15:00:00
6225,276,12,78.0,103,2,2026-02-09 23:00:00
6226,276,12,83.7,109,3,2026-02-11 18:00:00
6227,276,13,99.9,65,1,2026-02-13 06:00:00
6228,276,13,83.2,133,2,2026-02-13 14:00:00
6229,276,13,49.1,105,3,2026-02-14 02:00:00
6230,276,14,52.2,89,1,2026-02-14 17:00:00
6231,276,15,47.3,111,1,2026-02-16 01:00:00
6232,276,16,95.4,137,1,2026-02-16 18:00:00
6233,276,17,79.7,61,1,2026-02-17 16:00:00
6234,276,18,80.1,85,1,2026-02-17 22:00:00
6235,277,1,44.3,92,1,2026-01-05 17:00:00
6236,277,2,51.3,143,1,2026-01-05 21:00:00
6237,277,2,71.2,147,2,2026-01-07 12:00:00
6238,277,3,54.6,139,1,2026-01-08 17:00:00
6239,277,4,42.0,126,1,2026-01-10 13:00:00
6240,277,5,67.1,99,1,2026-01-10 18:00:00
6241,277,6,55.3,147,1,2026-01-11 10:00:00
6242,277,7,60.2,169,1,2026-01-13 05:00:00
6243,277,7,38.5,128,2,2026-01-14 13:00:00
6244,277,7,49.3,148,3,2026-01-15 20:00:00
6245,277,8,73.6,108,1,2026-01-17 06:00:00
6246,277,9,92.7,149,1,2026-01-18 18:00:00
6247,277,9,61.2,132,2,2026-01-19 21:00:00
6248,277,9,49.6,124,3,2026-01-20 23:00:00
6249,277,10,50.5,124,1,2026-01-22 19:00:00
6250,277,10,99.2,132,2,2026-01-23 00:00:00
6251,277,10,94.1,147,3,2026-01-24 13:00:00
6252,277,11,75.6,113,1,2026-01-26 00:00:00
6253,277,11,80.0,132,2,2026-01-27 02:00:00
6254,278,1,95.3,89,1,2026-01-22 10:00:00
6255,278,2,89.3,68,1,2026-01-23 08:00:00
6256,278,3,76.1,125,1,2026-01-24 07:00:00
6257,278,3,69.4,72,2,2026-01-24 12:00:00
6258,278,3,43.6,76,3,2026-01-24 22:00:00
6259,278,4,44.5,70,1,2026-01-25 15:00:00
6260,278,4,71.8,125,2,2026-01-27 02:00:00
6261,278,5,88.9,101,1,2026-01-28 03:00:00
6262,278,6,57.0,71,1,2026-01-28 18:00:00
6263,278,6,77.9,112,2,2026-01-30 12:00:00
6264,278,6,33.9,94,3,2026-01-31 14:00:00
6265,278,7,55.5,95,1,2026-02-01 15:00:00
6266,278,8,88.8,83,1,2026-02-02 07:00:00
6267,278,9,46.0,75,1,2026-02-03 12:00:00
6268,278,10,66.5,96,1,2026-02-03 20:00:00
6269,278,11,75.7,79,1,2026-02-04 16:00:00
6270,278,12,43.0,126,1,2026-02-06 09:00:00
6271,278,12,54.3,64,2,2026-02-07 21:00:00
6272,278,12,83.6,120,3,2026-02-09 07:00:00
6273,278,13,42.2,87,1,2026-02-10 23:00:00
6274,278,13,85.6,95,2,2026-02-11 06:00:00
6275,278,14,66.9,106,1,2026-02-13 06:00:00
6276,278,14,39.7,77,2,2026-02-13 14:00:00
6277,278,15,50.5,107,1,2026-02-13 20:00:00
6278,278,16,56.6,35,1,2026-02-14 08:00:00
6279,278,16,79.8,75,2,2026-02-16 01:00:00
6280,278,16,35.8,71,3,2026-02-18 01:00:00
6281,278,17,69.0,64,1,2026-02-20 01:00:00
6282,278,17,32.3,85,2,2026-02-20 09:00:00
6283,278,17,77.7,97,3,2026-02-21 10:00:00
6284,278,18,91.1,104,1,2026-02-22 00:00:00
6285,278,19,81.6,94,1,2026-02-22 08:00:00
6286,278,19,63.7,76,2,2026-02-22 17:00:00
6287,279,1,87.4,147,1,2026-02-01 11:00:00
6288,279,2,37.5,142,1,2026-02-02 20:00:00
6289,279,3,45.7,158,1,2026-02-03 15:00:00
6290,279,4,99.4,155,1,2026-02-05 12:00:00
6291,279,4,54.5,140,2,2026-02-07 07:00:00
6292,279,4,47.4,122,3,2026-02-08 20:00:00
6293,279,5,49.6,126,1,2026-02-09 01:00:00
6294,279,6,98.7,129,1,2026-02-10 18:00:00
6295,279,6,59.9,133,2,2026-02-12 06:00:00
6296,279,7,82.7,145,1,2026-02-13 09:00:00
6297,279,7,75.9,154,2,2026-02-13 21:00:00
6298,279,8,86.0,138,1,2026-02-15 19:00:00
6299,279,8,55.7,140,2,2026-02-16 08:00:00
6300,279,8,56.1,142,3,2026-02-17 08:00:00
6301,279,9,39.7,129,1,2026-02-17 19:00:00
6302,279,9,81.2,121,2,2026-02-18 23:00:00
6303,279,9,32.6,104,3,2026-02-19 11:00:00
6304,279,10,37.4,126,1,2026-02-20 10:00:00
6305,279,11,44.8,149,1,2026-02-20 15:00:00
6306,279,11,68.5,125,2,2026-02-21 03:00:00
6307,279,11,52.5,135,3,2026-02-21 10:00:00
6308,279,12,82.1,149,1,2026-02-23 10:00:00
6309,279,12,76.4,150,2,2026-02-24 09:00:00
6310,279,13,36.7,118,1,2026-02-26 04:00:00
6311,280,1,97.3,159,1,2026-01-24 06:00:00
6312,280,2,74.3,162,1,2026-01-24 12:00:00
6313,280,3,39.4,117,1,2026-01-26 04:00:00
6314,280,3,79.1,123,2,2026-01-27 19:00:00
6315,280,4,54.8,163,1,2026-01-29 00:00:00
6316,280,4,96.3,137,2,2026-01-30 23:00:00
6317,280,5,53.1,95,1,2026-02-01 12:00:00
6318,280,6,71.8,112,1,2026-02-02 00:00:00
6319,280,6,67.3,135,2,2026-02-03 00:00:00
6320,280,7,58.9,116,1,2026-02-04 05:00:00
6321,280,8,63.9,131,1,2026-02-05 09:00:00
6322,280,8,49.8,140,2,2026-02-06 18:00:00
6323,280,8,57.7,169,3,2026-02-06 23:00:00
6324,280,9,42.2,134,1,2026-02-08 12:00:00
6325,280,9,60.9,161,2,2026-02-09 23:00:00
6326,280,10,68.2,168,1,2026-02-11 04:00:00
6327,280,11,86.2,168,1,2026-02-12 13:00:00
6328,280,11,84.7,145,2,2026-02-14 02:00:00
6329,280,11,53.5,100,3,2026-02-15 10:00:00
6330,280,12,55.6,149,1,2026-02-17 10:00:00
6331,280,13,49.8,160,1,2026-02-17 20:00:00
6332,280,13,60.6,138,2,2026-02-18 21:00:00
6333,280,13,48.2,174,3,2026-02-20 19:00:00
6334,280,14,63.2,157,1,2026-02-22 03:00:00
6335,280,15,75.9,151,1,2026-02-22 08:00:00
6336,280,16,75.5,161,1,2026-02-22 23:00:00
6337,280,16,40.3,146,2,2026-02-24 07:00:00
6338,280,16,36.5,90,3,2026-02-26 04:00:00
6339,280,17,46.1,130,1,2026-02-26 17:00:00
6340,280,17,50.2,163,2,2026-02-28 01:00:00
6341,280,18,52.8,123,1,2026-03-01 07:00:00
6342,281,1,50.5,135,1,2026-01-09 10:00:00
6343,281,1,39.3,119,2,2026-01-10 16:00:00
6344,281,1,69.6,175,3,2026-01-10 23:00:00
6345,281,2,92.0,173,1,2026-01-11 14:00:00
6346,281,3,60.6,122,1,2026-01-12 01:00:00
6347,281,3,35.1,142,2,2026-01-12 22:00:00
6348,281,3,97.2,126,3,2026-01-13 18:00:00
6349,281,4,49.6,152,1,2026-01-15 08:00:00
6350,281,5,80.9,150,1,2026-01-15 23:00:00
6351,281,6,80.1,156,1,2026-01-17 15:00:00
6352,281,7,37.2,146,1,2026-01-18 12:00:00
6353,281,8,86.8,198,1,2026-01-19 02:00:00
6354,281,8,82.0,119,2,2026-01-20 18:00:00
6355,281,9,69.3,105,1,2026-01-22 05:00:00
6356,281,10,50.6,132,1,2026-01-23 17:00:00
6357,281,11,98.0,108,1,2026-01-24 19:00:00
6358,281,12,31.8,110,1,2026-01-26 04:00:00
6359,282,1,90.4,69,1,2026-01-29 20:00:00
6360,282,2,81.9,71,1,2026-01-30 10:00:00
6361,282,2,84.0,70,2,2026-02-01 06:00:00
6362,282,2,71.7,100,3,2026-02-02 23:00:00
6363,282,3,90.1,79,1,2026-02-03 05:00:00
6364,282,3,56.4,86,2,2026-02-05 00:00:00
6365,282,3,92.4,107,3,2026-02-05 22:00:00
