attempt_id,student_id,topic_id,quiz_score,recent_quiz_score,historical_topic_score,attempts_count,total_time_spent,prerequisite_completion_rate,score_trend,engagement_frequency,topic_difficulty_numeric,target_struggling,timestamp
6612,294,5,65.4,58.33,63.62,3,268,0.0,-5.28,7,3,1,2026-01-22 07:00:00
6613,294,6,64.9,60.67,63.87,1,89,1.0,-3.2,8,1,1,2026-01-23 20:00:00
6614,294,6,92.8,71.53,64.0,2,186,1.0,7.53,9,1,0,2026-01-24 20:00:00
6615,294,7,65.4,74.37,67.2,1,105,1.0,7.17,10,2,1,2026-01-26 19:00:00
6616,294,7,65.7,74.37,67.02,2,159,1.0,7.35,10,2,1,2026-01-27 05:00:00
6617,294,7,89.4,74.63,66.9,3,263,1.0,7.73,10,2,0,2026-01-28 11:00:00
6618,294,8,70.3,73.5,68.77,1,85,1.0,4.73,11,2,0,2026-01-28 21:00:00
6619,294,9,52.3,75.13,68.89,1,104,1.0,6.24,12,3,1,2026-01-29 05:00:00
6620,294,10,45.0,70.67,67.71,1,105,1.0,2.96,12,2,1,2026-01-30 21:00:00
6621,295,1,84.5,75.0,75.0,1,92,1.0,0.0,1,1,0,2026-01-27 10:00:00
6622,295,2,98.6,84.5,84.5,1,87,1.0,0.0,2,1,0,2026-01-28 21:00:00
6623,295,3,40.6,91.55,91.55,1,86,1.0,0.0,3,2,1,2026-01-30 10:00:00
6624,295,4,83.8,74.57,74.57,1,88,0.0,0.0,4,2,0,2026-01-31 21:00:00
6625,295,5,94.0,74.33,76.88,1,65,1.0,-2.54,5,3,0,2026-02-02 12:00:00
6626,295,6,93.8,72.8,80.3,1,60,1.0,-7.5,6,1,0,2026-02-03 18:00:00
6627,295,7,70.5,90.53,82.55,1,77,1.0,7.98,7,2,0,2026-02-04 01:00:00
6628,295,8,85.4,86.1,80.83,1,74,1.0,5.27,8,2,0,2026-02-05 10:00:00
6629,295,9,81.3,83.23,81.4,1,53,1.0,1.83,9,3,0,2026-02-05 18:00:00
6630,295,9,31.6,79.07,81.39,2,121,1.0,-2.32,10,3,1,2026-02-06 13:00:00
6631,295,10,75.1,66.1,76.41,1,59,1.0,-10.31,11,2,0,2026-02-07 01:00:00
6632,295,11,99.0,62.67,76.29,1,42,1.0,-13.62,12,1,0,2026-02-07 07:00:00
6633,295,12,73.4,68.57,78.18,1,85,1.0,-9.62,13,2,0,2026-02-08 04:00:00
6634,295,13,34.4,82.5,77.82,1,61,1.0,4.68,14,2,1,2026-02-08 10:00:00
6635,295,14,92.3,68.93,74.71,1,100,1.0,-5.78,15,3,0,2026-02-09 01:00:00
6636,296,1,81.6,75.0,75.0,1,57,1.0,0.0,1,1,0,2026-01-04 01:00:00
6637,296,1,96.2,81.6,81.6,2,135,1.0,0.0,2,1,0,2026-01-04 11:00:00
6638,296,1,61.4,88.9,88.9,3,225,1.0,0.0,3,1,1,2026-01-05 07:00:00
6639,296,2,33.3,79.73,79.73,1,112,1.0,0.0,4,1,1,2026-01-05 21:00:00
6640,296,3,90.9,63.63,68.12,1,97,0.0,-4.49,5,2,0,2026-01-07 10:00:00
6641,296,4,56.0,61.87,72.68,1,96,1.0,-10.81,6,2,1,2026-01-07 23:00:00
6642,296,5,55.1,60.07,69.9,1,67,0.0,-9.83,7,3,1,2026-01-08 10:00:00
6643,296,6,36.1,67.33,67.79,1,66,1.0,-0.45,8,1,1,2026-01-10 09:00:00
6644,296,7,73.2,49.07,63.82,1,96,0.0,-14.76,9,2,0,2026-01-10 21:00:00
6645,296,7,61.4,54.8,64.87,2,158,0.0,-10.07,10,2,1,2026-01-12 04:00:00
6646,296,7,37.1,56.9,64.52,3,237,0.0,-7.62,11,2,1,2026-01-13 17:00:00
6647,296,8,65.8,57.23,62.03,1,100,1.0,-4.79,12,2,1,2026-01-13 23:00:00
6648,296,9,60.2,54.77,62.34,1,70,0.0,-7.57,13,3,1,2026-01-15 04:00:00
6649,296,9,74.7,54.37,62.18,2,192,0.0,-7.81,14,3,0,2026-01-16 08:00:00
6650,296,10,93.8,66.9,63.07,1,114,1.0,3.83,14,2,0,2026-01-18 04:00:00
6651,296,11,68.7,76.23,65.12,1,58,0.5,11.11,14,1,1,2026-01-19 00:00:00
6652,296,12,98.4,79.07,65.34,1,71,0.5,13.72,13,2,0,2026-01-20 09:00:00
6653,296,12,75.0,86.97,67.29,2,115,0.5,19.68,13,2,0,2026-01-21 11:00:00
6654,297,1,93.5,75.0,75.0,1,124,1.0,0.0,1,1,0,2026-01-21 17:00:00
6655,297,1,79.6,93.5,93.5,2,279,1.0,0.0,2,1,0,2026-01-22 21:00:00
6656,297,2,41.6,86.55,86.55,1,131,1.0,0.0,3,1,1,2026-01-24 15:00:00
6657,297,3,36.2,71.57,71.57,1,149,0.0,0.0,4,2,1,2026-01-24 20:00:00
6658,297,4,66.5,52.47,62.72,1,109,0.0,-10.26,5,2,1,2026-01-25 18:00:00
6659,297,4,42.2,48.1,63.48,2,264,0.0,-15.38,6,2,1,2026-01-26 06:00:00
6660,297,4,50.5,48.3,59.93,3,392,0.0,-11.63,7,2,1,2026-01-27 08:00:00
6661,297,5,60.7,53.07,58.59,1,140,0.0,-5.52,8,3,1,2026-01-28 14:00:00
6662,297,5,35.9,51.13,58.85,2,278,0.0,-7.72,9,3,1,2026-01-30 08:00:00
6663,297,5,34.5,49.03,56.3,3,392,0.0,-7.27,10,3,1,2026-02-01 03:00:00
6664,297,6,49.2,43.7,54.12,1,116,1.0,-10.42,11,1,1,2026-02-02 06:00:00
6665,297,7,60.8,39.87,53.67,1,159,0.0,-13.81,12,2,1,2026-02-02 15:00:00
6666,297,8,72.2,48.17,54.27,1,147,1.0,-6.1,13,2,0,2026-02-03 12:00:00
6667,297,9,65.8,60.73,55.65,1,161,1.0,5.09,14,3,1,2026-02-03 20:00:00
6668,297,9,62.7,66.27,56.37,2,307,1.0,9.9,14,3,1,2026-02-04 23:00:00
6669,297,9,89.7,66.9,56.79,3,449,1.0,10.11,14,3,0,2026-02-06 02:00:00
6670,297,10,74.2,72.73,58.85,1,105,1.0,13.88,15,2,0,2026-02-06 20:00:00
6671,297,10,43.4,75.53,59.75,2,239,1.0,15.78,16,2,1,2026-02-07 00:00:00
6672,297,11,89.0,69.1,58.84,1,139,0.0,10.26,15,1,0,2026-02-08 15:00:00
6673,297,12,57.7,68.87,60.43,1,179,1.0,8.44,14,2,1,2026-02-09 21:00:00
6674,297,12,71.8,63.37,60.3,2,332,1.0,3.07,14,2,0,2026-02-10 16:00:00
6675,297,13,78.0,72.83,60.84,1,170,1.0,11.99,15,2,0,2026-02-11 01:00:00
6676,297,13,76.6,69.17,61.62,2,321,1.0,7.54,15,2,0,2026-02-11 23:00:00
6677,297,14,38.1,75.47,62.27,1,125,0.5,13.19,16,3,1,2026-02-12 15:00:00
6678,297,15,59.0,64.23,61.27,1,142,1.0,2.97,17,2,1,2026-02-13 03:00:00
6679,297,16,61.5,57.9,61.18,1,144,1.0,-3.28,17,3,1,2026-02-13 23:00:00
6680,297,16,67.9,52.87,61.19,2,265,1.0,-8.32,18,3,1,2026-02-14 11:00:00
6681,297,17,51.7,62.8,61.44,1,132,0.0,1.36,18,3,1,2026-02-16 02:00:00
6682,297,17,31.1,60.37,61.09,2,267,0.0,-0.72,17,3,1,2026-02-17 04:00:00
6683,297,17,73.4,50.23,60.06,3,439,0.0,-9.82,17,3,0,2026-02-17 15:00:00
6684,297,18,52.6,52.07,60.5,1,98,0.0,-8.43,17,3,1,2026-02-18 12:00:00
6685,297,18,54.7,52.37,60.25,2,262,0.0,-7.88,17,3,1,2026-02-19 14:00:00
6686,298,1,80.2,75.0,75.0,1,41,1.0,0.0,1,1,0,2026-01-14 17:00:00
6687,298,2,92.1,80.2,80.2,1,32,1.0,0.0,2,1,0,2026-01-15 05:00:00
6688,298,3,94.7,86.15,86.15,1,83,1.0,0.0,3,2,0,2026-01-15 22:00:00
6689,298,4,95.2,89.0,89.0,1,74,1.0,0.0,4,2,0,2026-01-17 01:00:00
6690,298,5,73.7,94.0,90.55,1,85,1.0,3.45,5,3,0,2026-01-17 09:00:00
6691,298,6,89.0,87.87,87.18,1,76,1.0,0.69,6,1,0,2026-01-18 07:00:00
6692,298,7,96.6,85.97,87.48,1,101,1.0,-1.52,7,2,0,2026-01-19 01:00:00
6693,298,8,38.6,86.43,88.79,1,71,1.0,-2.35,8,2,1,2026-01-21 00:00:00
6694,298,9,60.8,74.73,82.51,1,56,0.0,-7.78,9,3,1,2026-01-21 21:00:00
6695,298,9,49.3,65.33,80.1,2,122,0.0,-14.77,10,3,1,2026-01-22 11:00:00
6696,298,10,70.0,49.57,77.02,1,84,1.0,-27.45,11,2,0,2026-01-22 20:00:00
6697,298,10,89.8,60.03,76.38,2,128,1.0,-16.35,12,2,0,2026-01-24 02:00:00
6698,298,11,81.9,69.7,77.5,1,46,1.0,-7.8,13,1,0,2026-01-24 12:00:00
6699,298,12,81.5,80.57,77.84,1,53,0.5,2.73,14,2,0,2026-01-25 14:00:00
6700,298,13,95.7,84.4,78.1,1,30,1.0,6.3,15,2,0,2026-01-27 04:00:00
6701,298,14,94.6,86.37,79.27,1,62,1.0,7.09,16,3,0,2026-01-27 13:00:00
6702,298,15,89.1,90.6,80.23,1,30,1.0,10.37,17,2,0,2026-01-28 13:00:00
6703,298,16,71.2,93.13,80.75,1,61,0.5,12.38,17,3,0,2026-01-29 01:00:00
6704,299,1,73.7,75.0,75.0,1,107,1.0,0.0,1,1,0,2026-01-28 23:00:00
6705,299,2,76.0,73.7,73.7,1,80,1.0,0.0,2,1,0,2026-01-30 01:00:00
6706,299,3,90.1,74.85,74.85,1,123,1.0,0.0,3,2,0,2026-01-31 09:00:00
6707,299,3,42.3,79.93,79.93,2,183,1.0,0.0,4,2,1,2026-02-01 09:00:00
6708,299,3,61.2,69.47,70.52,3,296,1.0,-1.06,5,2,1,2026-02-02 18:00:00
6709,299,4,65.9,64.53,68.66,1,103,1.0,-4.13,6,2,1,2026-02-04 15:00:00
6710,299,5,75.3,56.47,68.2,1,55,0.0,-11.73,7,3,0,2026-02-05 10:00:00
6711,299,6,80.0,67.47,69.21,1,144,1.0,-1.75,8,1,0,2026-02-06 17:00:00
6712,299,7,71.8,73.73,70.56,1,88,1.0,3.17,9,2,0,2026-02-07 00:00:00
6713,299,7,71.3,75.7,70.7,2,160,1.0,5.0,10,2,0,2026-02-08 04:00:00
6714,299,8,98.5,74.37,70.76,1,61,1.0,3.61,11,2,0,2026-02-08 17:00:00
6715,299,9,92.9,80.53,73.28,1,85,1.0,7.25,12,3,0,2026-02-09 10:00:00
6716,299,10,78.2,87.57,74.92,1,87,1.0,12.65,13,2,0,2026-02-09 18:00:00
6717,299,10,78.5,89.87,75.17,2,179,1.0,14.7,14,2,0,2026-02-11 10:00:00
6718,299,11,72.0,83.2,75.41,1,84,1.0,7.79,15,1,0,2026-02-11 14:00:00
6719,299,12,51.2,76.23,75.18,1,102,1.0,1.05,15,2,1,2026-02-12 18:00:00
6720,299,13,72.9,67.23,73.68,1,82,0.0,-6.45,15,2,0,2026-02-14 04:00:00
6721,300,1,73.9,75.0,75.0,1,30,1.0,0.0,1,1,0,2026-01-24 10:00:00
6722,300,1,98.7,73.9,73.9,2,87,1.0,0.0,2,1,0,2026-01-24 20:00:00
6723,300,1,73.1,86.3,86.3,3,117,1.0,0.0,3,1,0,2026-01-26 02:00:00
6724,300,2,73.8,81.9,81.9,1,67,1.0,0.0,4,1,0,2026-01-27 02:00:00
6725,300,3,76.7,81.87,79.88,1,40,1.0,1.99,5,2,0,2026-01-29 01:00:00
6726,300,4,92.5,74.53,79.24,1,63,1.0,-4.71,6,2,0,2026-01-30 08:00:00
6727,300,5,73.5,81.0,81.45,1,86,1.0,-0.45,7,3,0,2026-01-31 06:00:00
6728,300,5,47.0,80.9,80.31,2,127,1.0,0.59,8,3,1,2026-02-01 17:00:00
6729,300,6,72.8,71.0,76.15,1,81,1.0,-5.15,9,1,0,2026-02-03 15:00:00
6730,300,6,82.7,64.43,75.78,2,132,1.0,-11.34,10,1,0,2026-02-04 22:00:00
6731,300,7,79.9,67.5,76.47,1,95,1.0,-8.97,11,2,0,2026-02-06 08:00:00
6732,300,8,93.5,78.47,76.78,1,52,1.0,1.68,12,2,0,2026-02-07 06:00:00
6733,300,9,89.0,85.37,78.18,1,43,1.0,7.19,11,3,0,2026-02-08 23:00:00
6734,300,9,92.3,87.47,79.01,2,116,1.0,8.46,10,3,0,2026-02-10 07:00:00
6735,300,10,96.7,91.6,79.96,1,51,1.0,11.64,11,2,0,2026-02-10 18:00:00
6736,300,11,96.8,92.67,81.07,1,43,1.0,11.59,12,1,0,2026-02-11 04:00:00
6737,301,1,80.5,75.0,75.0,1,50,1.0,0.0,1,1,0,2026-01-23 06:00:00
6738,301,2,86.4,80.5,80.5,1,59,1.0,0.0,2,1,0,2026-01-24 10:00:00
6739,301,3,76.6,83.45,83.45,1,86,1.0,0.0,3,2,0,2026-01-25 17:00:00
6740,301,4,75.0,81.17,81.17,1,30,1.0,0.0,4,2,0,2026-01-26 11:00:00
6741,301,5,94.9,79.33,79.62,1,60,1.0,-0.29,5,3,0,2026-01-27 06:00:00
6742,301,5,35.4,82.17,82.68,2,132,1.0,-0.51,6,3,1,2026-01-28 15:00:00
6743,301,5,92.9,68.43,74.8,3,195,1.0,-6.37,7,3,0,2026-01-29 19:00:00
6744,301,6,77.0,74.4,77.39,1,86,1.0,-2.99,8,1,0,2026-01-30 14:00:00
6745,301,7,92.1,68.43,77.34,1,58,1.0,-8.9,9,2,0,2026-01-31 00:00:00
6746,301,8,99.6,87.33,78.98,1,56,1.0,8.36,10,2,0,2026-01-31 11:00:00
6747,301,8,41.0,89.57,81.04,2,127,1.0,8.53,11,2,1,2026-02-02 09:00:00
6748,301,8,92.1,77.57,77.4,3,188,1.0,0.17,12,2,0,2026-02-03 21:00:00
6749,301,9,70.3,77.57,78.63,1,52,1.0,-1.06,13,3,0,2026-02-04 14:00:00
6750,301,10,50.0,67.8,77.98,1,70,1.0,-10.18,14,2,1,2026-02-05 00:00:00
6751,301,11,85.8,70.8,75.99,1,46,1.0,-5.19,14,1,0,2026-02-06 21:00:00
6752,301,12,96.4,68.7,76.64,1,47,1.0,-7.94,14,2,0,2026-02-08 08:00:00
6753,301,13,46.6,77.4,77.88,1,49,1.0,-0.47,13,2,1,2026-02-10 02:00:00
6754,301,14,87.1,76.27,76.04,1,87,1.0,0.23,13,3,0,2026-02-10 20:00:00
6755,301,15,60.4,76.7,76.65,1,30,1.0,0.05,14,2,1,2026-02-11 13:00:00
6756,301,16,52.8,64.7,75.79,1,67,1.0,-11.09,13,3,1,2026-02-13 11:00:00
6757,301,16,98.3,66.77,74.64,2,127,1.0,-7.88,13,3,0,2026-02-13 16:00:00
6758,301,16,65.0,70.5,75.77,3,157,1.0,-5.27,13,3,1,2026-02-14 10:00:00
6759,301,17,44.9,72.03,75.28,1,66,1.0,-3.25,13,3,1,2026-02-15 18:00:00
6760,302,1,77.5,75.0,75.0,1,99,1.0,0.0,1,1,0,2026-01-07 10:00:00
6761,302,2,74.9,77.5,77.5,1,101,1.0,0.0,2,1,0,2026-01-09 06:00:00
6762,302,3,82.0,76.2,76.2,1,36,1.0,0.0,3,2,0,2026-01-10 13:00:00
6763,302,4,37.8,78.13,78.13,1,117,1.0,0.0,4,2,1,2026-01-12 09:00:00
6764,302,5,34.8,64.9,68.05,1,75,0.0,-3.15,5,3,1,2026-01-13 03:00:00
6765,302,5,57.3,51.53,61.4,2,178,0.0,-9.87,6,3,1,2026-01-14 15:00:00
6766,302,5,99.5,43.3,60.72,3,282,0.0,-17.42,7,3,0,2026-01-14 23:00:00
6767,302,6,99.2,63.87,66.26,1,72,1.0,-2.39,8,1,0,2026-01-15 05:00:00
6768,302,7,37.3,85.33,70.38,1,103,1.0,14.96,9,2,1,2026-01-16 10:00:00
6769,302,8,71.9,78.67,66.7,1,82,1.0,11.97,10,2,0,2026-01-18 06:00:00
6770,302,9,72.2,69.47,67.22,1,48,1.0,2.25,11,3,0,2026-01-19 11:00:00
6771,302,9,59.0,60.47,67.67,2,161,1.0,-7.21,12,3,1,2026-01-21 09:00:00
6772,302,10,84.9,67.7,66.95,1,74,1.0,0.75,12,2,0,2026-01-21 19:00:00
6773,302,11,59.2,72.03,68.33,1,72,0.5,3.7,13,1,1,2026-01-22 20:00:00
6774,302,11,78.2,67.7,67.68,2,153,0.5,0.02,14,1,0,2026-01-23 05:00:00
6775,302,12,68.9,74.1,68.38,1,95,1.0,5.72,14,2,1,2026-01-24 11:00:00
6776,302,13,84.5,68.77,68.41,1,88,0.0,0.35,14,2,0,2026-01-24 20:00:00
6777,302,14,93.1,77.2,69.36,1,100,0.0,7.84,15,3,0,2026-01-26 03:00:00
6778,302,14,47.9,82.17,70.68,2,163,0.0,11.49,14,3,1,2026-01-27 06:00:00
6779,302,14,87.7,75.17,69.48,3,238,0.0,5.69,15,3,0,2026-01-27 21:00:00
6780,303,1,70.0,75.0,75.0,1,87,1.0,0.0,1,1,0,2026-01-15 11:00:00
6781,303,2,75.5,70.0,70.0,1,127,1.0,0.0,2,1,0,2026-01-16 08:00:00
6782,303,2,70.3,72.75,72.75,2,214,1.0,0.0,3,1,0,2026-01-16 12:00:00
6783,303,2,46.8,71.93,71.93,3,325,1.0,0.0,4,1,1,2026-01-18 08:00:00
6784,303,3,92.9,64.2,65.65,1,90,1.0,-1.45,5,2,0,2026-01-20 02:00:00
6785,303,4,49.4,70.0,71.1,1,80,1.0,-1.1,6,2,1,2026-01-21 20:00:00
6786,303,4,91.7,63.03,67.48,2,165,1.0,-4.45,7,2,0,2026-01-22 11:00:00
6787,303,5,90.6,78.0,70.94,1,86,1.0,7.06,8,3,0,2026-01-23 21:00:00
6788,303,5,61.4,77.23,73.4,2,188,1.0,3.83,9,3,1,2026-01-25 08:00:00
6789,303,5,65.4,81.23,72.07,3,305,1.0,9.17,10,3,1,2026-01-27 08:00:00
6790,303,6,34.5,72.47,71.4,1,97,1.0,1.07,11,1,1,2026-01-27 13:00:00
6791,303,7,74.9,53.77,68.05,1,113,0.0,-14.28,12,2,0,2026-01-28 09:00:00
6792,303,8,97.2,58.27,68.62,1,70,1.0,-10.35,12,2,0,2026-01-30 01:00:00
6793,303,9,74.4,68.87,70.82,1,81,1.0,-1.95,11,3,0,2026-01-31 08:00:00
6794,303,10,90.4,82.17,71.07,1,75,1.0,11.1,11,2,0,2026-02-01 23:00:00
6795,303,11,85.8,87.33,72.36,1,96,1.0,14.97,12,1,0,2026-02-02 12:00:00
6796,303,12,87.6,83.53,73.2,1,82,1.0,10.33,12,2,0,2026-02-04 08:00:00
6797,303,13,93.9,87.93,74.05,1,104,1.0,13.89,11,2,0,2026-02-06 04:00:00
6798,303,14,52.0,89.1,75.15,1,71,1.0,13.95,11,3,1,2026-02-07 19:00:00
6799,303,14,85.4,77.83,73.93,2,161,1.0,3.9,11,3,0,2026-02-09 08:00:00
6800,303,15,99.9,77.1,74.51,1,103,1.0,2.59,10,2,0,2026-02-10 22:00:00
6801,303,16,58.4,79.1,75.71,1,48,1.0,3.39,10,3,1,2026-02-12 18:00:00
6802,303,17,73.4,81.23,74.93,1,132,0.0,6.31,9,3,0,2026-02-14 14:00:00
6803,303,17,40.2,77.23,74.86,2,216,0.0,2.37,10,3,1,2026-02-15 18:00:00
6804,303,17,76.3,57.33,73.42,3,265,0.0,-16.08,9,3,0,2026-02-17 16:00:00
6805,304,1,83.9,75.0,75.0,1,93,1.0,0.0,1,1,0,2026-01-22 07:00:00
6806,304,2,71.7,83.9,83.9,1,90,1.0,0.0,2,1,0,2026-01-23 21:00:00
6807,304,3,68.4,77.8,77.8,1,88,1.0,0.0,3,2,1,2026-01-25 11:00:00
6808,304,4,31.8,74.67,74.67,1,109,0.0,0.0,4,2,1,2026-01-25 19:00:00
6809,304,5,71.0,57.3,63.95,1,104,0.0,-6.65,5,3,0,2026-01-27 11:00:00
6810,304,5,36.3,57.07,65.36,2,199,0.0,-8.29,6,3,1,2026-01-27 17:00:00
6811,304,5,77.1,46.37,60.52,3,298,0.0,-14.15,7,3,0,2026-01-28 04:00:00
6812,304,6,85.8,61.47,62.89,1,87,1.0,-1.42,8,1,0,2026-01-29 08:00:00
6813,304,7,74.2,66.4,65.75,1,125,1.0,0.65,9,2,0,2026-01-30 13:00:00
6814,304,8,95.5,79.03,66.69,1,60,1.0,12.34,10,2,0,2026-01-31 09:00:00
6815,304,9,31.4,85.17,69.57,1,92,1.0,15.6,11,3,1,2026-02-02 09:00:00
6816,304,9,63.7,67.03,66.1,2,183,1.0,0.93,12,3,1,2026-02-04 08:00:00
6817,304,9,88.7,63.53,65.9,3,289,1.0,-2.37,13,3,0,2026-02-04 12:00:00
6818,304,10,90.9,61.27,67.65,1,73,1.0,-6.39,13,2,0,2026-02-06 04:00:00
6819,304,10,32.6,81.1,69.31,2,128,1.0,11.79,14,2,1,2026-02-06 09:00:00
6820,304,10,59.8,70.73,66.87,3,221,1.0,3.87,14,2,1,2026-02-07 21:00:00
6821,304,11,63.6,61.1,66.42,1,95,1.0,-5.32,14,1,1,2026-02-08 16:00:00
6822,304,11,91.6,52.0,66.26,2,214,1.0,-14.26,14,1,0,2026-02-08 23:00:00
6823,304,12,97.2,71.67,67.67,1,64,1.0,4.0,15,2,0,2026-02-10 06:00:00
6824,304,13,84.9,84.13,69.22,1,113,1.0,14.91,15,2,0,2026-02-10 12:00:00
6825,304,14,62.1,91.23,70.0,1,137,1.0,21.23,14,3,1,2026-02-11 22:00:00
6826,304,15,86.1,81.4,69.63,1,82,1.0,11.77,13,2,0,2026-02-13 14:00:00
6827,304,16,30.4,77.7,70.38,1,64,1.0,7.32,13,3,1,2026-02-15 11:00:00
6828,304,16,65.3,59.53,68.64,2,145,1.0,-9.11,14,3,1,2026-02-16 00:00:00
6829,304,17,80.4,60.6,68.5,1,90,0.0,-7.9,14,3,0,2026-02-17 23:00:00
6830,304,17,65.7,58.7,68.98,2,191,0.0,-10.28,13,3,1,2026-02-18 17:00:00
6831,304,17,98.3,70.47,68.85,3,269,0.0,1.62,14,3,0,2026-02-19 13:00:00
6832,304,18,42.3,81.47,69.94,1,121,0.0,11.53,13,3,1,2026-02-21 03:00:00
6833,304,19,66.3,68.77,68.95,1,67,1.0,-0.19,13,2,1,2026-02-22 06:00:00
6834,305,1,53.4,75.0,75.0,1,105,1.0,0.0,1,1,1,2026-02-02 07:00:00
6835,305,1,56.9,53.4,53.4,2,267,1.0,0.0,2,1,1,2026-02-03 09:00:00
6836,305,2,56.0,55.15,55.15,1,94,0.0,0.0,3,1,1,2026-02-04 15:00:00
6837,305,3,32.5,55.43,55.43,1,135,0.0,0.0,4,2,1,2026-02-06 03:00:00
6838,305,3,54.0,48.47,49.7,2,337,0.0,-1.23,5,2,1,2026-02-07 07:00:00
6839,305,3,51.8,47.5,50.56,3,476,0.0,-3.06,6,2,1,2026-02-08 04:00:00
6840,305,4,37.5,46.1,50.77,1,117,0.0,-4.67,7,2,1,2026-02-08 08:00:00
6841,305,5,52.3,47.77,48.87,1,138,0.0,-1.1,8,3,1,2026-02-09 12:00:00
6842,305,5,82.3,47.2,49.3,2,276,0.0,-2.1,9,3,0,2026-02-09 22:00:00
6843,305,6,52.0,57.37,52.97,1,143,1.0,4.4,10,1,1,2026-02-10 18:00:00
6844,305,6,39.6,62.2,52.87,2,296,1.0,9.33,11,1,1,2026-02-10 22:00:00
6845,305,7,67.6,57.97,51.66,1,119,0.0,6.3,12,2,1,2026-02-12 09:00:00
6846,305,8,82.0,53.07,52.99,1,173,1.0,0.07,13,2,0,2026-02-13 19:00:00
6847,305,9,30.3,63.07,55.22,1,144,1.0,7.84,14,3,1,2026-02-14 22:00:00
6848,305,10,35.5,59.97,53.44,1,154,1.0,6.52,15,2,1,2026-02-15 02:00:00
6849,305,10,55.1,49.27,52.25,2,281,1.0,-2.98,16,2,1,2026-02-15 09:00:00
6850,305,11,63.3,40.3,52.42,1,165,0.0,-12.12,16,1,1,2026-02-16 11:00:00
6851,305,12,94.1,51.3,53.06,1,134,0.0,-1.76,16,2,0,2026-02-18 03:00:00
6852,305,12,42.3,70.83,55.34,2,279,0.0,15.49,17,2,1,2026-02-18 13:00:00
6853,305,12,63.6,66.57,54.66,3,400,0.0,11.91,17,2,1,2026-02-19 02:00:00
6854,305,13,67.2,66.67,55.1,1,120,1.0,11.56,17,2,1,2026-02-20 18:00:00
6855,306,1,90.3,75.0,75.0,1,123,1.0,0.0,1,1,0,2026-01-13 23:00:00
6856,306,2,60.4,90.3,90.3,1,101,1.0,0.0,2,1,1,2026-01-15 06:00:00
6857,306,3,67.8,75.35,75.35,1,92,0.0,0.0,3,2,1,2026-01-15 16:00:00
6858,306,3,99.9,72.83,72.83,2,189,0.0,0.0,4,2,0,2026-01-17 06:00:00
6859,306,3,60.7,76.03,79.6,3,312,0.0,-3.57,5,2,1,2026-01-18 17:00:00
6860,306,4,40.5,76.13,75.82,1,97,1.0,0.31,6,2,1,2026-01-19 08:00:00
6861,306,4,97.0,67.03,69.93,2,204,1.0,-2.9,7,2,0,2026-01-20 08:00:00
6862,306,4,89.8,66.07,73.8,3,314,1.0,-7.73,8,2,0,2026-01-21 22:00:00
6863,306,5,96.4,75.77,75.8,1,71,1.0,-0.03,9,3,0,2026-01-23 20:00:00
6864,306,5,64.5,94.4,78.09,2,151,1.0,16.31,10,3,1,2026-01-25 06:00:00
6865,306,5,86.3,83.57,76.73,3,267,1.0,6.84,11,3,0,2026-01-26 03:00:00
6866,306,6,48.1,82.4,77.6,1,95,1.0,4.8,12,1,1,2026-01-26 10:00:00
6867,306,7,64.8,66.3,75.14,1,131,0.0,-8.84,12,2,1,2026-01-27 23:00:00
6868,306,7,63.5,66.4,74.35,2,260,0.0,-7.95,11,2,1,2026-01-29 19:00:00
6869,306,8,73.3,58.8,73.57,1,124,1.0,-14.77,11,2,0,2026-01-31 13:00:00
6870,306,8,46.6,67.2,73.55,2,270,1.0,-6.35,11,2,1,2026-02-01 19:00:00
6871,306,8,44.4,61.13,71.87,3,378,1.0,-10.74,11,2,1,2026-02-03 02:00:00
6872,306,9,62.0,54.77,70.25,1,122,1.0,-15.49,11,3,1,2026-02-03 20:00:00
6873,306,9,44.1,51.0,69.79,2,220,1.0,-18.79,11,3,1,2026-02-05 14:00:00
6874,306,10,94.1,50.17,68.44,1,159,1.0,-18.28,12,2,0,2026-02-06 02:00:00
6875,306,11,34.3,66.73,69.72,1,149,0.0,-2.99,12,1,1,2026-02-07 01:00:00
6876,306,11,74.8,57.5,68.04,2,259,0.0,-10.54,13,1,0,2026-02-08 00:00:00
6877,306,11,51.4,67.73,68.35,3,376,0.0,-0.61,13,1,1,2026-02-08 17:00:00
6878,306,12,90.3,53.5,67.61,1,137,0.5,-14.11,12,2,0,2026-02-10 13:00:00
6879,306,13,41.6,72.17,68.55,1,107,1.0,3.61,12,2,1,2026-02-11 03:00:00
6880,306,14,75.3,61.1,67.48,1,96,0.5,-6.38,13,3,0,2026-02-12 11:00:00
6881,307,1,96.4,75.0,75.0,1,107,1.0,0.0,1,1,0,2026-01-18 06:00:00
6882,307,2,76.5,96.4,96.4,1,91,1.0,0.0,2,1,0,2026-01-20 04:00:00
6883,307,2,79.1,86.45,86.45,2,184,1.0,0.0,3,1,0,2026-01-22 03:00:00
6884,307,3,84.3,84.0,84.0,1,73,1.0,0.0,4,2,0,2026-01-23 11:00:00
6885,307,4,87.7,79.97,84.08,1,55,1.0,-4.11,5,2,0,2026-01-24 12:00:00
6886,307,5,79.9,83.7,84.8,1,94,1.0,-1.1,6,3,0,2026-01-25 10:00:00
